Name, X, Y, Radius, Brightness
0, 2665, 482, 4, 0.5529411764705883
1, 2793, 513, 5, 0.6039215686274509
2, 1501, 704, 4, 0.5529411764705883
3, 1244, 768, 5, 0.5019607843137255
4, 2252, 2928, 9, 0.9019607843137255
5, 1773, 2984, 9, 0.596078431372549
6, 1477, 3235, 5, 0.615686274509804
7, 1644, 3905, 2, 0.7411764705882353
