x, y ,b, r
2194, 267, 7, 0.47058823529411764
928, 373, 7, 0.611764705882353
739, 394, 8, 0.40784313725490196
2401, 967, 6, 0.6941176470588235
2278, 998, 3, 0.49019607843137253
1367, 1699, 5, 0.5058823529411764
1172, 1867, 6, 0.6666666666666666
1440, 2804, 1, 0.9098039215686274
2676, 3637, 9, 0.9176470588235294
