Name, X, Y, Radius, Brightness
0, 2550, 491, 5, 0.5333333333333333
1, 2420, 506, 5, 0.2784313725490196
2, 2041, 983, 3, 0.5764705882352941
3, 1178, 1234, 3, 0.6666666666666666
4, 2842, 2960, 7, 0.6588235294117647
5, 2951, 3038, 4, 0.5843137254901961
6, 2394, 3166, 10, 0.6745098039215687
7, 2194, 3505, 4, 0.43529411764705883
