G1 id, G2 id, Confidence
18, 6, 0.22211443491993066
3, 7, 0.0894963186192046
2, 8, 0.49864050389884573
5, 9, 0.04124606665176134
4, 10, 0.19255657934614145
7, 12, 0.24895425170908136
11, 14, 0.1105898032468775
9, 15, 0.5161076305580696
17, 16, 0.3502981338398732
8, 17, 0.1528013406473837
14, 18, 0.39168349171685946
10, 19, 0.6068112883760691
12, 20, 0.1685550730272638
16, 22, 0.27516687562973696
15, 24, 0.31819628059444094
22, 27, 0.5730051078750236
