G1 id, G2 id, Confidence
6, 2, 0.3328816403604421
7, 3, 0.2638224257492947
8, 4, 0.23073657084633037
23, 5, 0.05630081297823297
5, 6, 0.8252995506968905
18, 7, 0.04517939171411933
10, 8, 0.4889283555837285
15, 9, 0.0710674629543645
4, 10, 0.7767277563482167
12, 11, 0.01371403310746977
22, 12, 0.09383499988893673
27, 13, 0.26557754047850324
3, 14, 0.07012737890175402
34, 16, 0.08204122131197011
17, 17, 0.07443321166164663
